Sector,Exposure_INR_Cr,Maturity_Years,Interest_Rate,LGD,Carbon_Intensity,Transition_Readiness,Base_PD,Current_RWA,Current_Capital,Stressed_PD,Stressed_RWA,Stressed_Capital,Net_Income,Optimized_Retention,Strategy
Power (Thermal),654.1632029804376,8.721414225975959,0.1248591094738986,0.45,1059.6117935409184,0.4807235880480208,0.02955851288516744,1341.6072778210762,140.868764171213,0.09786740624517476,1724.19323645467,181.04028982774034,52.86866980320157,1.0,Hold
Infra & Roads,165.07321605617986,7.002347027128127,0.1130414326816876,0.45,173.42942994307876,0.6672945826693619,0.08925552024903728,392.0435125008127,41.16456881258533,0.11088604448566247,416.0697509921488,43.687323854175624,10.423170649815711,1.0,Hold
Steel & Cement,188.06334524813823,4.918566910597763,0.1290076021744608,0.45,1610.8456707853445,0.4769728937543481,0.08341919336470896,392.42163311663364,41.20427147724653,0.378603597267141,489.5785384136966,51.40574653343814,-7.779055333896753,0.0,Exit
Pharma,70.7263160836365,9.57808102954724,0.137575528856554,0.45,114.76070471049428,0.6803676715228704,0.020124099376024426,145.04307440775978,15.229522812814777,0.023224441697454086,147.82713709978538,15.521849395477464,8.991049697320037,1.0,Hold
IT Services,101.56637978633272,7.473206805182487,0.127559748605097,0.45,21.221915635985905,0.8767442883316988,0.006464699692495646,140.39459701516355,14.741432686592173,0.006535721101317731,140.8528567515506,14.789549958912813,12.657067583075113,1.0,Hold
IT Services,310.73031440426547,9.37148682576295,0.1162281847306252,0.45,17.6857185714281,0.7154516248869722,0.008895198668465889,543.4574980272023,57.06303729285624,0.009083209886266664,546.0807603411732,57.338479835823186,34.84552748529241,1.0,Hold
Infra & Roads,629.3335010917488,5.748291759449491,0.1096004952831428,0.45,184.8256120250782,0.8100048374557401,0.019928648464351575,982.2132847060882,103.13239489413925,0.02286786669919433,1008.362114690018,105.87802204245189,62.49908184239343,1.0,Hold
Steel & Cement,125.54502625689096,3.3301384731382564,0.082404145180896,0.45,1600.2127247508818,0.2798297530388651,0.037683058049240326,184.8218388968996,19.406293084174457,0.2200761242542963,314.63526701297485,33.03670303636236,-2.087827688696949,1.0,Hold
Steel & Cement,86.46786847211206,1.475440177282498,0.1390593187288424,0.45,1569.306559762777,0.4801314216565039,0.027970131307327596,97.89168417978408,10.278626838877328,0.1238097670689274,170.14961665485973,17.86570974876027,7.2066578871515725,1.0,Hold
Power (Thermal),148.5072161445201,7.534763663354655,0.1030088673545025,0.45,896.65475542241,0.412318792660699,0.0605090108756928,326.4319135605605,34.27535092385885,0.194426224167926,428.4980382848316,44.99229401990731,2.3043963455162064,1.0,Hold
Pharma,305.34677522966166,2.0917269820498072,0.089133692835012,0.45,166.71000649491148,0.7981918435631542,0.04594621376307041,430.07312788112426,45.15767842751804,0.05243852606471798,450.0934324464663,47.25981040687896,20.011314997235928,1.0,Hold
IT Services,26.24234219676239,3.7249761544477047,0.1200025313237874,0.45,21.958490080052364,0.6876291789084666,0.09696822632031421,53.818972503702156,5.650992112888726,0.09976174561309746,54.341835726203534,5.705892751251371,1.971055651540158,1.0,Hold
Pharma,9.436478367219,5.792238170955077,0.0970572973457275,0.45,212.7203439373326,0.6734214661061939,0.1187569864026467,22.913777088052882,2.4059465942455525,0.15340713650395568,24.433379553200815,2.5655048530860856,0.26444868053523407,1.0,Hold
Pharma,76.65813876821339,6.0797492900177295,0.1151466962558628,0.45,123.51255224979542,0.489465314186117,0.11402465401317201,186.56191831973658,19.58900142357234,0.14422308666985503,198.12880191057712,20.803524200610596,3.8517883941002315,1.0,Hold
Infra & Roads,34.299990901278456,6.4052487728842245,0.1152060744706754,0.45,263.72175721364096,0.4744392055049038,0.04447628066088391,65.6206268433776,6.890165818554647,0.07036715243479606,73.81844301119858,7.750936516175851,2.8654505963981034,1.0,Hold
IT Services,80.65911059757342,2.4962979731473056,0.1067437892541721,0.45,25.262736553673744,0.594756634811213,0.03472567923436288,107.93534842137242,11.333211584244104,0.036218804849398836,109.26392480693927,11.472712104728624,7.295239639329521,1.0,Hold
Pharma,124.29572650302865,4.417636643394839,0.1301671169327025,0.45,206.48615243416867,0.2183477693653629,0.015622082640268146,163.44590281981567,17.161819796080646,0.0262120037489968,183.64260230951527,19.2824732424991,14.71309834386819,1.0,Hold
IT Services,86.15102917114339,6.5547480440527,0.0958980236933265,0.45,22.6644586011352,0.979336120895444,0.06285452941786258,181.19116678417336,19.025072512338202,0.06297816488418337,181.2874310457351,19.035180259802186,5.82017826262171,1.0,Hold
Power (Thermal),848.0681866671542,9.728369781704062,0.106917955497064,0.45,908.8541369209512,0.1308970792360669,0.025212058989845604,1807.5812504389767,189.79603129609254,0.10885378819343762,2392.3400751440927,251.1957078901297,49.13177099627795,1.0,Hold
Infra & Roads,219.6628163146275,7.548680239297198,0.1122615277154583,0.45,123.5112959945332,0.4887605120667245,0.02783047023940425,414.52300809236345,43.52491584969816,0.035211227200794455,431.02042211193935,45.25714432175363,21.179114541990856,1.0,Hold
Power (Thermal),212.84607066751173,9.30343381384562,0.1198174832460379,0.45,880.4451665508127,0.1715446488141359,0.0715104466876061,532.8213241767987,55.94623903856387,0.29058412607272155,654.4984061992022,68.72233265091623,-2.329679738629647,1.0,Hold
Pharma,313.13943571242896,7.859908524827594,0.1270383110303354,0.45,134.3766348275725,0.6085043810275262,0.049887054202444624,669.8283806741427,70.33197997078499,0.060909749890190774,701.5150552433598,73.65908080055277,31.197744910399482,1.0,Hold
Infra & Roads,37.84126820915205,6.325452720031604,0.1036884369726953,0.45,177.9718233030053,0.2450612289072486,0.024199954035681308,64.03028527565601,6.723179953943881,0.037856057895734964,69.58417041680842,7.3063378937648835,3.2790673955933576,1.0,Hold
Power (Thermal),516.4271044464946,2.728210322227101,0.1187628166457957,0.45,839.3267012270549,0.158860529058855,0.028673100000333216,669.6801403545893,70.31641473723187,0.11369347029020278,1058.1137394669388,111.10194264402857,34.91086217089888,1.0,Hold
Infra & Roads,135.51507058403558,7.000170867032617,0.0890366571841111,0.45,252.9237386059482,0.6299209448823049,0.03238108341753358,252.9557686557335,26.560355708852015,0.045110976766829916,269.7951865813673,28.32849459104357,9.31486114256911,1.0,Hold
Infra & Roads,331.814719947714,6.610416093639164,0.1359588860325487,0.45,283.8600254983048,0.4307379004171665,0.052919837499726535,669.6364634061888,70.31182865764983,0.08883553458375636,771.8553208082078,81.04480868486182,31.848537580101752,1.0,Hold
Steel & Cement,41.00817021349312,6.422222534115398,0.1029835283852602,0.45,1653.8250146972978,0.1505978875969615,0.0725832706919348,89.12072705833396,9.357676341125066,0.5008247373521885,97.81539046696327,10.270615999031142,-5.018891673201087,0.0,Exit
Power (Thermal),22.999891091844034,5.408072811894167,0.1237712853185863,0.45,924.8448099815864,0.113302461554063,0.10556324850155076,52.996408090542424,5.5646228495069545,0.46914862149762754,55.79246041402506,5.858208343472631,-2.0089391575253472,0.0,Exit
Infra & Roads,396.0211384008809,5.75790943590348,0.0812204649129306,0.45,215.46413016067964,0.4585299940422914,0.030536505100864936,670.8206306348745,70.43616621666182,0.04549948201531211,730.6934579925854,76.72281308922146,24.056580477308138,1.0,Hold
Infra & Roads,233.1521935001344,4.0099827440629365,0.0923112285742884,0.45,103.70110907774492,0.4415904306637951,0.04074810046964281,369.9391156879643,38.84360714723625,0.050658539908059394,393.03367952018806,41.268536349619744,16.207548062202463,1.0,Hold
IT Services,50.27651828329476,5.673814233780728,0.1092249526594146,0.45,14.940290267425375,0.8044357084096831,0.05869746818785816,98.57311745254916,10.350177332517662,0.05941777455528771,98.90900239686539,10.385445251670866,4.14715685642134,1.0,Hold
Infra & Roads,52.269043977142175,2.7780031511063044,0.1326951480639408,0.45,219.881875088814,0.6334628190866659,0.048745815254529826,79.41150856168515,8.33820839897694,0.06524620094272189,87.71801351282485,9.210391418846609,5.401188083820051,1.0,Hold
Pharma,572.7914800364221,8.246569576243392,0.1116353089970406,0.45,176.27547776258135,0.2917429058199643,0.008891951967656533,920.6358331000034,96.66676247550036,0.013554563485606679,1008.3291732748366,105.87456319385784,60.44998154866246,1.0,Hold
Infra & Roads,35.61282153728314,2.6719925922883703,0.1357922289376327,0.45,219.59143538580508,0.6777732403785007,0.08435472832902613,65.22830572326608,6.848972100942937,0.10942365401887821,71.76382771191354,7.535201909750921,3.0823461371665326,1.0,Hold
Infra & Roads,1065.508622453507,1.7646966090051976,0.1090278137949677,0.45,178.82283333046098,0.3890537185874136,0.03298266283612143,1309.04274439421,137.44948816139205,0.04811691629970755,1482.5679885939705,155.6696388023669,93.09903054434808,1.0,Hold
Pharma,50.36291639409155,4.926214237214417,0.109426945804157,0.45,164.4992278554224,0.4551283042634288,0.015430470430496798,69.31293346967885,7.277858014316279,0.021239272375173236,74.32044175809519,7.803646384599994,5.029707858289561,1.0,Hold
Steel & Cement,319.2805906652198,6.924766955554556,0.0871848073100319,0.45,1563.9970239811428,0.4439658893584313,0.05023503994718505,648.268902322086,68.06823474381902,0.23371701208116366,916.7791405220785,96.26180975481823,-5.743170774622552,1.0,Hold
Power (Thermal),100.04877620303591,4.939451424401872,0.1281593746491331,0.45,1043.736741425368,0.0303965409259309,0.09132529772097578,215.13751047401433,22.589438599771505,0.47949846835121407,237.07019188690225,24.892370148124737,-8.765767134803951,0.0,Exit
Power (Thermal),306.0733922959556,3.4907871875617773,0.0948179247480237,0.45,937.453946084783,0.0962502032260569,0.026918232455413756,419.41001693139197,44.038051777796156,0.12270245615310463,670.1251946264415,70.36314543577636,12.121063229068337,1.0,Hold
IT Services,77.25125777041436,6.023540655013966,0.1339767493623389,0.45,12.317346548089809,0.7987819927283101,0.09969575251376789,180.46075475194553,18.94837924895428,0.1007335436340411,181.00637538959884,19.005669415907878,6.848065574801971,1.0,Hold
Infra & Roads,122.0765751152629,4.1230210187098,0.1346494532198237,0.45,217.0044705731952,0.483557036821895,0.05033328424966114,207.05179682923557,21.740438667069736,0.07402495042991065,233.79807503748324,24.54879787893574,12.371023500516614,1.0,Hold
IT Services,155.88257671837565,9.395809211139698,0.136598606712449,0.45,17.969448214882984,0.8743141641983739,0.05697286647950381,372.1176969835727,39.072358183275135,0.057513295223682134,372.874973730597,39.15187224171268,17.258948495712055,1.0,Hold
Power (Thermal),44.58400012461216,9.303806256432148,0.1112138293461854,0.45,1000.475068857133,0.1415787907490451,0.07640116695368311,113.41438722628095,11.9085106587595,0.35198643168619415,132.75008029401235,13.938758430871296,-2.103476019942656,0.0,Exit
Power (Thermal),361.0401657121287,5.521346379748859,0.1206256270870186,0.45,919.0289188193428,0.2241208929274017,0.024140368698766474,574.1046737537738,60.280990744146244,0.09643672738815594,814.2092944083835,85.49197591288026,27.8828069759968,1.0,Hold
Power (Thermal),80.16954625345356,3.950955946164327,0.1267109528036998,0.45,944.244852976184,0.1786467639758192,0.03860259217877807,124.85525048405322,13.109801300825588,0.1643445904555283,194.7687558369778,20.450719362882666,4.22941553090217,1.0,Hold
Steel & Cement,112.80719264246868,7.634191725609751,0.0878608771190279,0.45,1804.244530166852,0.5723278347959981,0.02924214861762932,215.7669602423635,22.655530825448167,0.12401085514840217,300.65465187662943,31.56873844704609,3.616146498985062,1.0,Hold
Infra & Roads,45.0053220461642,1.3304164913475998,0.1160574316998498,0.45,246.44625303209236,0.4583027161543577,0.09305763811536795,78.48603826253755,8.241034017566442,0.14523476888222206,92.93331243075936,9.757997805229731,2.2818501938723625,1.0,Hold
Steel & Cement,6.856517154901193,5.272921054392861,0.0820578740781987,0.45,1733.6270276356042,0.30815625891957,0.040490829159048274,11.910956159945089,1.2506503967942342,0.24446240260459268,18.658836737803895,1.959177857469409,-0.19164107442214695,0.0,Exit
Steel & Cement,118.0096835261793,4.026910548433001,0.1098539650033235,0.45,2035.3958727096972,0.3821328922709912,0.0459257336687545,193.65682970053464,20.33396711855614,0.2885025874469916,309.1857044798945,32.464498970388924,-2.3569129243583227,0.0,Exit
Pharma,2684.2013286036167,9.284822965922992,0.0892905608972136,0.45,215.45234175120171,0.5251557295355761,0.0115595394520897,4934.635543679863,518.1367320863856,0.016526517525868062,5251.283004512855,551.3847154738497,219.71161705700618,1.0,Hold
Steel & Cement,380.51482767982736,1.1080272454541429,0.090975375557725,0.45,1469.5711736222363,0.3033579633970931,0.05301373826414161,518.3956635617102,54.431544673979566,0.28096291154945885,899.3875463037151,94.43569236189008,-13.4922698892439,0.0,Exit
Infra & Roads,145.0223029903092,5.975333881465142,0.1019028540015561,0.45,266.7785227768378,0.3753207032022497,0.05268329930002395,281.3532801341585,29.542094414086645,0.0895581466763304,327.40577034891845,34.37760588663644,8.933618661445509,1.0,Hold
IT Services,108.25948723652016,7.6659722295996335,0.1059462300029902,0.45,18.533300676806316,0.974567328681779,0.011580238268649928,176.6871907401961,18.552155027720588,0.011603163384338347,176.76268953953155,18.560082401650813,10.90441590152663,1.0,Hold
Steel & Cement,152.46866070797503,5.365161887716371,0.1173903454719312,0.45,2044.3609369953404,0.1180653844824652,0.029421929033181568,248.9826958776108,26.143183067149135,0.2522215239049306,416.89295876929276,43.77376067077574,0.5932036759726778,1.0,Hold
Infra & Roads,286.1576658766549,1.7686272714644948,0.0844657051063109,0.45,215.6288287667782,0.6631958358622266,0.05571590288408835,420.03730228741574,44.103916740178654,0.07271057301939605,465.4996310293132,48.877461258077886,14.807499482944777,1.0,Hold
Pharma,35.98220899179757,9.75215251025112,0.1102215056742466,0.45,287.3245315797311,0.5067863298710383,0.003922294351961428,51.23465951236484,5.379639248798308,0.006256812667212869,59.153051534428656,6.211070411115009,3.864702979104962,1.0,Hold
Pharma,565.2036075657068,5.662093882384881,0.090957507815186,0.45,135.65097178596193,0.4798248397218768,0.004466350488276394,576.8634389827698,60.57066109319083,0.005790004895153478,633.2018819903286,66.4861976089845,49.93687230777536,1.0,Hold
Power (Thermal),350.18359655312776,6.527676198871102,0.1144385105019045,0.45,902.4874721555396,0.2350742049084914,0.030062150668029836,624.7718218460149,65.60104129383156,0.11722468034425658,876.5888321415061,92.04182737485814,21.60191711625567,1.0,Hold
Pharma,351.3640518957838,3.129488044367566,0.118244276735671,0.45,198.57096241944635,0.3852658437112353,0.05175108157065102,559.0891187317483,58.704357466833564,0.07828319261258065,644.7114600394909,67.69470330414654,29.169133299069237,1.0,Hold
Infra & Roads,251.180269511686,5.351482765961235,0.1134025553931712,0.45,290.270842320989,0.5957005829371927,0.07681086340355418,523.2610180936712,54.94240689983547,0.11467067649800328,591.3730048823936,62.09416551265133,15.523129284435521,1.0,Hold
Steel & Cement,151.9482480068447,4.862345427624897,0.1242977306286984,0.45,1631.0558058464185,0.3305663931952745,0.06386185360504673,290.52713672153214,30.505349355760874,0.35672663041989555,400.16289210750983,42.01710367128853,-5.504971529102306,0.0,Exit
Infra & Roads,332.7639844070728,1.6740625780178535,0.100136554654454,0.45,179.76807399795268,0.33787421571385,0.06586568178239996,516.9329802277884,54.277962923917784,0.09879339327423622,607.8479038338431,63.82402990255353,18.52814148104933,1.0,Hold
Pharma,301.92449226167315,1.955443181927205,0.1259063954979878,0.45,244.1493102730895,0.5244254990318028,0.06115532844321739,465.7294742833972,48.90159479975671,0.09097876295083492,543.6346818601425,57.081641595314956,25.6533019684907,1.0,Hold
Infra & Roads,97.04270572980288,8.537252676568972,0.1059660249024916,0.45,205.74225451388764,0.3562133528290472,0.028213487898029688,195.46903901282525,20.52424909634665,0.043908856838496185,210.07796376310984,22.05818619512653,8.365764349069853,1.0,Hold
Steel & Cement,74.56549543454447,3.158379569859312,0.1090510698993558,0.45,2007.2769935861088,0.3061415766180907,0.04996091521135292,117.58714130729311,12.346649837265776,0.3422131546638985,187.92610225673587,19.732240736957266,-3.3513349850667886,0.0,Exit
Infra & Roads,167.7085337129908,2.7546244434876748,0.1188861276356643,0.45,158.49647524353816,0.5830701852513335,0.0367626761659922,233.46833754671397,24.514175442404966,0.04696593656048426,251.31969226490182,26.38856768781469,16.39375338483546,1.0,Hold
Power (Thermal),952.2467399162958,5.544203061251253,0.0811015030399534,0.45,933.806185343674,0.6632436318237905,0.07849240305886346,2018.5925320735248,211.9522158677201,0.18216153907021962,2525.8160025926277,265.2106802722259,-0.8295874008810387,1.0,Hold
Power (Thermal),33.55116238664621,7.918724182262617,0.1192396532852149,0.45,924.888216535756,0.2781954252184387,0.012363554346577068,56.608937919885946,5.943938481588024,0.04702937687157318,71.11023153119356,7.466574310775324,3.290578353137216,1.0,Hold
Power (Thermal),25.507427419270837,1.5575186672108914,0.1171151089443269,0.45,791.443795413405,0.4025813213498025,0.039171410680251206,32.45677222849998,3.4079610839924976,0.11696026553329693,49.37743346947222,5.184630514294583,1.644795173284268,1.0,Hold
Power (Thermal),180.8581476723806,6.191271276744303,0.0985908270051968,0.45,1024.0125664105244,0.5993731216812608,0.06137722674321463,370.16178706418697,38.86698764173963,0.1671324730619192,484.51344136409807,50.8739113432303,4.22868307740077,1.0,Hold
Power (Thermal),157.75847783993152,2.07289398556516,0.0851476570939693,0.45,966.1115958856178,0.3833041857918604,0.0270762268461075,188.55529450255608,19.79830592276839,0.09483035010807306,290.83951080298704,30.538148634313636,6.700633516046218,1.0,Hold
Power (Thermal),182.7300628094259,1.328149457430566,0.0854561269947824,0.45,929.8580099923026,0.4162171435059709,0.02200740296165621,188.43190904995788,19.785350450245577,0.07218225029603519,286.918606389463,30.12645367089361,9.67996324456277,1.0,Hold
Infra & Roads,198.88839484783568,1.4746955694599566,0.1353934248191137,0.45,167.2296980197696,0.3745924865156034,0.016943060114216316,191.71231057410398,20.129792610280916,0.02438553952877277,215.65756161408194,22.644043969478602,24.745680568755414,1.0,Hold
Power (Thermal),113.54023805907408,8.507476973875972,0.1213567592735502,0.45,764.0336959450201,0.2210094892670941,0.1152110254960639,308.5500875453792,32.397759192264814,0.4032080578409172,317.91261426830914,33.38082449817246,-6.822277155570957,0.0,Exit
Steel & Cement,886.9921447742422,2.061752352652554,0.0876261568262444,0.45,1465.7625334206734,0.894237016504644,0.029124669420601094,1081.6400397469552,113.5722041734303,0.04808769386484642,1265.5197798889749,132.87957688834237,58.529679758342354,1.0,Hold
Pharma,21.734812240566693,1.4063622797106277,0.1014033901585343,0.45,201.5810986955124,0.5968162421319946,0.02916101493468037,24.74525676591459,2.598251960421032,0.03911517825479145,27.24377793421239,2.8605966830923006,1.8214111708467866,1.0,Hold
Infra & Roads,54.91593548627777,4.94109898428621,0.1155489796340958,0.45,209.38547240639625,0.7817274996269076,0.04459841245740032,95.43827176213529,10.021018535024204,0.05315921065579761,100.01120979362005,10.501177028330105,5.0318008087973745,1.0,Hold
Infra & Roads,131.1175550787106,8.595941247478223,0.1301343023054389,0.45,264.76035363348217,0.7058190106792943,0.016141568081850643,243.99973997948229,25.61997269784564,0.021421916370201115,254.83208933238268,26.75736937990018,15.798936365360344,1.0,Hold
Power (Thermal),20.6594620810026,3.361675388403717,0.0826196557227805,0.45,900.1401964325826,0.0984905339904322,0.04060290782375795,31.125727912887303,3.268201430853167,0.17898722485656618,49.8840802170125,5.237828422786313,0.04287674134162156,1.0,Hold
Power (Thermal),120.17808864552688,4.795413557733248,0.0941979878882005,0.45,1022.71679888921,0.4658291706035383,0.03778037154793423,198.49759671822355,20.842247655413473,0.1244667925139678,282.02817837124616,29.612958728980846,4.589352587782816,1.0,Hold
Power (Thermal),1089.816049302672,1.359302793073761,0.1333849394177228,0.45,1009.4698529980813,0.1522138016227855,0.12477929923741303,2136.36444719774,224.31826695576268,0.5732886774537074,2078.4665082292527,218.23898336407152,-135.78559299495,0.0,Exit
Power (Thermal),152.17996274737203,5.041706627213883,0.0805499330110289,0.45,1049.0710846624086,0.1802593666392077,0.028686743004949826,241.1371369791324,25.319399382808903,0.1322991858123536,367.50697825836215,38.58823271712802,3.1981074791274615,1.0,Hold
Steel & Cement,195.75053870307892,6.198517725734203,0.0920839461676332,0.45,1404.5773641091089,0.5894116284362424,0.02375568360494207,327.00814593922007,34.335855323618105,0.08129558764991791,434.43954017914075,45.616151718809775,10.864337283724858,1.0,Hold
Power (Thermal),32.71397255154475,6.138163483769303,0.1375414505583779,0.45,1134.7866995702102,0.3536448586658037,0.13928710156850754,84.07213731279758,8.827574417843746,0.5683743775133605,69.79032797943458,7.32798443784063,-3.86767546497161,0.0,Exit
Power (Thermal),70.83592663562305,3.9918402295692874,0.1168041107913302,0.45,806.0406392169783,0.2250921747323375,0.055872455881538906,122.83064518131646,12.897217744038228,0.2024454761492134,179.87668569545045,18.887051998022297,1.8207416194550978,1.0,Hold
Power (Thermal),94.61011021077287,3.83979862596822,0.0957002819982504,0.45,831.1058881946651,0.2946106352224115,0.03871186002312736,146.17323982316154,15.348190181431962,0.13403066651955856,216.56555614596883,22.739383395326726,3.347918968089062,1.0,Hold
Infra & Roads,101.36642114446066,1.959612570429381,0.0840194656637508,0.45,228.59781609862495,0.3739393675733359,0.017853461417548535,105.71872715665826,11.100466351449118,0.02858495554874238,121.65011883255792,12.773262477418582,7.212852951657037,1.0,Hold
Power (Thermal),690.8844262599305,4.301184885816415,0.0816914804268333,0.45,1032.014359412306,0.2474899146111353,0.08853413346410194,1419.6236871339186,149.06048714906143,0.3773081385818021,1769.4396417942517,185.79116238839643,-60.86497099626376,0.0,Exit
Steel & Cement,289.81108302856046,1.8954520198566815,0.0946847047782156,0.45,1455.2299562379922,0.5478650208826489,0.15209212001147757,625.500391254437,65.67754108171589,0.5723885851149434,560.3160269553224,58.83318283030885,-47.207373256392025,0.0,Exit
Infra & Roads,39.10500452139806,7.899363502408464,0.1328891491753346,0.45,270.430974672296,0.5726383176479267,0.011347375335549963,64.70678883064647,6.79421282721788,0.016855410755164665,69.79784275070004,7.328773488823504,4.900021868140369,1.0,Hold
Infra & Roads,199.49830381601396,9.696468679733671,0.1049548192578505,0.45,261.66959662046906,0.5322644262589626,0.14516082530532964,595.9780565832489,62.57769594124113,0.2197803340490774,624.8964246696835,65.61412459031676,1.2076966845489459,1.0,Hold
Power (Thermal),269.84995928813584,9.730670110000364,0.1232200021499596,0.45,906.9572301199285,0.6667702625690647,0.021186502573754568,562.4647442691594,59.05879814826173,0.04807949433044187,633.2374084810451,66.48992789050973,27.412500249201855,1.0,Hold
IT Services,582.9951377274173,8.785639894378544,0.1350971021227974,0.45,15.26790426357624,0.8915596678872078,0.13898652301234307,1669.027847728752,175.24792401151896,0.1399530016249748,1671.3049280157027,175.48701744164876,42.0445899026823,1.0,Hold
Infra & Roads,988.9549938685544,6.407129344056572,0.104482427696169,0.45,223.50068306233308,0.5241336857743774,0.018075883575225632,1597.356955995227,167.72248037949885,0.026150327884719847,1706.6576061955227,179.19904865052987,91.69074483283427,1.0,Hold
Power (Thermal),43.89879933936575,7.307791275194919,0.0914766422622438,0.45,819.5693076473586,0.2564872634436306,0.041043942562406725,87.32303786996948,9.168918976346795,0.14608823499475562,119.73553374318718,12.572231043034654,1.1298206116645861,1.0,Hold
Pharma,56.09075402447216,3.5668522241237266,0.1110270758514151,0.45,220.25176929278564,0.4174900975967629,0.023030400888216205,74.54759895179615,7.827497889938595,0.03544045018122708,82.85201559005338,8.699461636955604,5.333045693503841,1.0,Hold
Pharma,32.81568391690571,6.676933781553585,0.1344850212235913,0.45,164.15628646437628,0.7937251905525856,0.03807896476786296,61.81972712461706,6.491071348084791,0.04349445948972481,63.545707191902444,6.672299255149756,3.7709327523935667,1.0,Hold
Power (Thermal),112.0758830457794,5.100845944958897,0.128262464848262,0.45,1064.9487364010367,0.0603181542432528,0.08664533212386417,239.10242445602688,25.105754567882823,0.45081519306596796,275.42536553139627,28.919663380796607,-8.361350874497644,0.0,Exit
Steel & Cement,259.72673246996555,5.338156057992393,0.0839497906017892,0.45,2117.634785634191,0.5848691562592028,0.10111484120591811,588.6757651892108,61.81095534486713,0.4744511756283287,625.0633115722362,65.6316477150848,-33.648439298575276,0.0,Exit
IT Services,485.316579827699,7.819989043376421,0.1215543680046549,0.45,26.26173181149004,0.9001695970277837,0.031018328897728376,948.2949538827392,99.57097015768761,0.031359878570158206,949.9671163949191,99.7465472214665,52.143589087970085,1.0,Hold
IT Services,135.48470715545682,3.537265200375265,0.1143138513475372,0.45,32.303764643541896,0.879459339121961,0.0233291094627035,180.1198252684149,18.912581653183565,0.023710644263234253,180.82581920096646,18.986711016101477,14.042185311121322,1.0,Hold
Power (Thermal),101.10736500570331,3.862356505250679,0.1344477905807855,0.45,969.0223221844892,0.1918255909009622,0.07486945700881648,191.2762218884556,20.08400329828784,0.32112887552373254,262.1731643945619,27.528182261429002,-1.017160657690253,1.0,Hold
Power (Thermal),178.058044654277,9.321776120157727,0.0873488850110178,0.45,1191.83912202545,0.0672010265988374,0.025519215740338455,371.02677266016053,38.95781112931685,0.1446769702054502,524.2526545148213,55.04652872405624,3.960767378213715,1.0,Hold
Steel & Cement,54.47971976664467,1.5060186536587503,0.1120421667922794,0.45,1700.1504771010689,0.1839778776690045,0.07141527372862076,86.309591004027,9.062507055422834,0.48754590936065245,117.5082263480977,12.338363766550257,-5.848588183012987,0.0,Exit
Infra & Roads,1821.556193386044,5.370708685720063,0.1327677616107135,0.45,158.98547030471534,0.6807675143600345,0.07019857208947385,3695.4916641389964,388.02662473459463,0.08516237860356857,3922.364117658473,411.8482323541396,172.03631225902916,1.0,Hold
Infra & Roads,21.55928899348608,9.215207203670756,0.1046014272045045,0.45,209.1085313856051,0.5315494844459852,0.017056478975537925,42.18957078653993,4.429904932586693,0.02407384527407958,44.28810388818796,4.650250908259736,2.0215756538812517,1.0,Hold
Steel & Cement,185.24674527847117,6.493267070363413,0.108919695063972,0.45,1531.0621599500091,0.140439241185262,0.03482007608659089,338.8211494911377,35.57622069656946,0.22728358962964826,523.2594742725937,54.94224479862234,1.2304236519793648,1.0,Hold
Infra & Roads,1682.990354560692,5.9176636679091885,0.0842276406600175,0.45,185.092373690005,0.2764451823314306,0.02412163018642527,2759.736172938082,289.7722981584986,0.0376896325281999,3008.3549415463517,315.8772688623669,113.21022721285962,1.0,Hold
IT Services,149.62913712767602,3.247697613064197,0.0966886184269346,0.45,19.61245994426857,0.81597766696579,0.028938697138026454,204.17141494599105,21.43799856932906,0.029377359999272237,204.9497308627199,21.519721740585588,12.489365482788246,1.0,Hold
Power (Thermal),118.1497819384602,4.089479401580034,0.0994703989501368,0.45,976.4481684951372,0.2857270687019995,0.05026807773778917,199.84205855199576,20.983416147959556,0.19751795980232775,299.9389060821468,31.493585138625413,1.2508891994817457,1.0,Hold
Steel & Cement,96.64703163153872,8.668435742242236,0.1367073469246932,0.45,1505.2482197313204,0.4398571520395196,0.031850479087541746,199.76990332072165,20.975839848675772,0.14464088953729515,277.57358554698925,29.14522648243387,6.921758600648372,1.0,Hold
IT Services,119.52552918292253,6.032963185916123,0.0969600416324695,0.45,25.61713643547881,0.6948882063594729,0.11362537384779471,289.96688111855923,30.446522517448717,0.11735541988329233,292.5573265366936,30.718519286352826,5.277064386903555,1.0,Hold
Pharma,770.7917008962861,5.6326797438110185,0.1076521241161791,0.45,208.3808492764689,0.7810326766692849,0.020355918125002703,1196.6075862043215,125.64379655145375,0.0242569284435578,1237.601676644726,129.94817604769622,74.56369624251954,1.0,Hold
Infra & Roads,10.441264610624806,1.8962174218602603,0.1202782654138568,0.45,197.4022614549611,0.5105158466938722,0.06894640965586317,16.78904781393583,1.7628500204632622,0.09692666709054686,19.19824122787677,2.015815328927061,0.8004405555797882,1.0,Hold
Infra & Roads,934.6016928324804,1.144253408096108,0.0897310023444726,0.45,186.46866267298716,0.5323291799750046,0.14844680010702008,1924.8709171998125,202.1114463059803,0.2028176673483972,2104.403975882543,220.962417467667,-1.4364341673667695,1.0,Hold
